Spot No,Spot No,Source file,Fish code,My code,Region,My site,Na23_ppm,Mg24_ppm,Ni60_ppm,Cu63_ppm,Sr88_ppm,Ba137_ppm
10,margin,LC2 - 10,LA 17-05-01_03,LC2,Northern Territories,Emu Reefs,1172,10.94,Below LOD,0.050,3708,3.48
1,core,LC3 - 1,LA 17-05-01_04,LC3,Northern Territories,Emu Reefs,2532,35.80,0.063,0.169,2036,1.52
2,2,LC3 - 2,LA 17-05-01_04,LC3,Northern Territories,Emu Reefs,2094,19.62,Below LOD,0.131,2350,2.07
3,3,LC3 - 3,LA 17-05-01_04,LC3,Northern Territories,Emu Reefs,1614,15.72,0.043,0.066,2239,1.86
4,4,LC3 - 4,LA 17-05-01_04,LC3,Northern Territories,Emu Reefs,1384,14.35,0.040,0.070,2753,2.62
5,5,LC3 - 5,LA 17-05-01_04,LC3,Northern Territories,Emu Reefs,1286,13.10,0.041,0.069,2730,3.11
6,margin,LC3 - 6,LA 17-05-01_04,LC3,Northern Territories,Emu Reefs,1175,186.20,Below LOD,1.360,3241,6.07
1,core,LC4 - 1,LA 17-05-01_05,LC4,Northern Territories,Emu Reefs,1658,24.92,0.045,0.095,2087,4.40
2,2,LC4 - 2,LA 17-05-01_05,LC4,Northern Territories,Emu Reefs,1755,15.35,0.033,0.075,2509,8.09
3,3,LC4 - 3,LA 17-05-01_05,LC4,Northern Territories,Emu Reefs,1504,15.31,0.039,0.110,2848,3.42
4,4,LC4 - 4,LA 17-05-01_05,LC4,Northern Territories,Emu Reefs,1340,15.06,0.035,0.177,3275,3.25
5,5,LC4 - 5,LA 17-05-01_05,LC4,Northern Territories,Emu Reefs,1284,12.96,0.052,0.089,3399,3.32
6,6,LC4 - 6,LA 17-05-01_05,LC4,Northern Territories,Emu Reefs,1308,12.99,0.046,0.125,3274,2.79
7,7,LC4 - 7,LA 17-05-01_05,LC4,Northern Territories,Emu Reefs,1326,13.33,0.037,0.089,3200,2.85
8,8,LC4 - 8,LA 17-05-01_05,LC4,Northern Territories,Emu Reefs,1272,13.71,0.040,0.083,3153,2.85
9,margin,LC4 - 9,LA 17-05-01_05,LC4,Northern Territories,Emu Reefs,1263,12.89,0.047,0.095,3751,3.73
1,core,LC5 - 1,LA 17-05-01_08,LC5,Northern Territories,Emu Reefs,2367,32.96,0.053,0.116,2082,7.52
2,2,LC5 - 2,LA 17-05-01_08,LC5,Northern Territories,Emu Reefs,2239,20.63,0.042,0.173,2502,7.62
3,3,LC5 - 3,LA 17-05-01_08,LC5,Northern Territories,Emu Reefs,1507,15.16,0.042,0.079,2555,2.74
4,4,LC5 - 4,LA 17-05-01_08,LC5,Northern Territories,Emu Reefs,1262,12.88,0.039,0.081,3036,2.24
5,5,LC5 - 5,LA 17-05-01_08,LC5,Northern Territories,Emu Reefs,1291,13.45,0.049,0.098,3273,1.89
6,6,LC5 - 6,LA 17-05-01_08,LC5,Northern Territories,Emu Reefs,1203,12.50,0.051,0.099,3174,2.07
7,7,LC5 - 7,LA 17-05-01_08,LC5,Northern Territories,Emu Reefs,1217,13.73,0.040,0.078,3212,2.17
8,8,LC5 - 8,LA 17-05-01_08,LC5,Northern Territories,Emu Reefs,1251,14.72,0.039,0.112,3211,2.12
9,margin,LC5 - 9,LA 17-05-01_08,LC5,Northern Territories,Emu Reefs,1219,16.69,0.059,0.067,3556,2.44
1,core,LC6 - 1,LA 17-05-01_09,LC6,Northern Territories,Emu Reefs,2743,51.54,0.058,0.239,2015,5.71
2,2,LC6 - 2,LA 17-05-01_09,LC6,Northern Territories,Emu Reefs,1720,16.82,0.040,0.085,2387,1.43
3,3,LC6 - 3,LA 17-05-01_09,LC6,Northern Territories,Emu Reefs,1498,15.40,0.064,0.090,2388,1.57
4,4,LC6 - 4,LA 17-05-01_09,LC6,Northern Territories,Emu Reefs,1279,15.22,0.042,0.086,3375,2.00
5,5,LC6 - 5,LA 17-05-01_09,LC6,Northern Territories,Emu Reefs,1232,14.29,0.047,0.080,3493,2.11
6,6,LC6 - 6,LA 17-05-01_09,LC6,Northern Territories,Emu Reefs,1252,15.24,0.041,0.088,3769,2.17
7,7,LC6 - 7,LA 17-05-01_09,LC6,Northern Territories,Emu Reefs,1238,14.84,0.051,0.087,3599,2.27
8,8,LC6 - 8,LA 17-05-01_09,LC6,Northern Territories,Emu Reefs,1182,14.31,0.061,0.062,3840,3.04
9,margin,LC6 - 9,LA 17-05-01_09,LC6,Northern Territories,Emu Reefs,1098,17.55,0.069,0.104,3968,3.06
1,core,Slide19 -LGA2 - 01.d,LC 14-10-09_08,LGA2,Kimberley,Longitude Island (2/4),3185,121.50,0.042,0.302,2005,0.93
2,2,Slide19 -LGA2 - 02.d,LC 14-10-09_08,LGA2,Kimberley,Longitude Island (2/4),2563,20.43,0.032,0.111,1931,1.33
3,3,Slide19 -LGA2 - 03.d,LC 14-10-09_08,LGA2,Kimberley,Longitude Island (2/4),2276,16.73,0.033,0.113,2082,1.51
4,4,Slide19 -LGA2 - 04.d,LC 14-10-09_08,LGA2,Kimberley,Longitude Island (2/4),2112,12.79,0.036,0.106,2303,1.63
5,5,Slide19 -LGA2 - 05.d,LC 14-10-09_08,LGA2,Kimberley,Longitude Island (2/4),1910,9.29,0.038,0.094,2647,1.81
6,6,Slide19 -LGA2 - 06.d,LC 14-10-09_08,LGA2,Kimberley,Longitude Island (2/4),1925,9.45,0.035,0.077,2472,1.77
7,7,Slide19 -LGA2 - 07.d,LC 14-10-09_08,LGA2,Kimberley,Longitude Island (2/4),1943,11.28,0.040,0.094,2144,1.44
8,8,Slide19 -LGA2 - 08.d,LC 14-10-09_08,LGA2,Kimberley,Longitude Island (2/4),1833,10.14,0.039,0.097,2564,1.59
9,margin,Slide19 -LGA2 - 09.d,LC 14-10-09_08,LGA2,Kimberley,Longitude Island (2/4),1646,8.40,0.032,0.058,2893,1.61
1,core,Slide21 -LGA3 - 01.d,LC 14-10-09_04,LGA3,Kimberley,Longitude Island (2/4),2940,53.10,0.040,0.391,1538,1.15
2,2,Slide21 -LGA3 - 02.d,LC 14-10-09_04,LGA3,Kimberley,Longitude Island (2/4),2152,14.65,0.046,0.299,2627,4.90
3,3,Slide21 -LGA3 - 03.d,LC 14-10-09_04,LGA3,Kimberley,Longitude Island (2/4),1863,9.93,0.049,0.161,2592,2.68
4,4,Slide21 -LGA3 - 04.d,LC 14-10-09_04,LGA3,Kimberley,Longitude Island (2/4),1802,11.17,0.049,0.124,2653,3.60
5,5,Slide21 -LGA3 - 05.d,LC 14-10-09_04,LGA3,Kimberley,Longitude Island (2/4),1688,9.56,0.058,0.106,2817,3.79
6,6,Slide21 -LGA3 - 06.d,LC 14-10-09_04,LGA3,Kimberley,Longitude Island (2/4),1648,9.30,0.037,0.096,2767,3.20
7,7,Slide21 -LGA3 - 07.d,LC 14-10-09_04,LGA3,Kimberley,Longitude Island (2/4),1673,8.09,0.044,0.106,3060,3.96
8,8,Slide21 -LGA3 - 08.d,LC 14-10-09_04,LGA3,Kimberley,Longitude Island (2/4),1724,6.74,0.048,0.096,3981,6.17
9,9,Slide21 -LGA3 - 09.d,LC 14-10-09_04,LGA3,Kimberley,Longitude Island (2/4),1769,6.59,0.044,0.087,3782,3.92
10,margin,Slide21 -LGA3 - 10.d,LC 14-10-09_04,LGA3,Kimberley,Longitude Island (2/4),1850,8.19,0.055,0.102,3678,4.48
1,core,Slide23 -LGA4 - 01.d,LC 14-10-09_05,LGA4,Kimberley,Longitude Island (2/4),2963,47.51,0.028,0.266,1699,2.17
2,2,Slide23 -LGA4 - 02.d,LC 14-10-09_05,LGA4,Kimberley,Longitude Island (2/4),2175,16.11,0.038,0.112,1906,1.57
3,3,Slide23 -LGA4 - 03.d,LC 14-10-09_05,LGA4,Kimberley,Longitude Island (2/4),1911,13.12,0.036,0.105,2139,2.53
4,4,Slide23 -LGA4 - 04.d,LC 14-10-09_05,LGA4,Kimberley,Longitude Island (2/4),1844,11.30,0.038,0.112,2371,2.60
5,5,Slide23 -LGA4 - 05.d,LC 14-10-09_05,LGA4,Kimberley,Longitude Island (2/4),1715,8.25,0.039,0.081,2724,3.41
6,6,Slide23 -LGA4 - 06.d,LC 14-10-09_05,LGA4,Kimberley,Longitude Island (2/4),1742,9.19,0.039,0.080,2516,2.41
7,7,Slide23 -LGA4 - 07.d,LC 14-10-09_05,LGA4,Kimberley,Longitude Island (2/4),1789,8.32,0.042,0.070,2671,2.52
8,8,Slide23 -LGA4 - 08.d,LC 14-10-09_05,LGA4,Kimberley,Longitude Island (2/4),1799,8.33,0.039,0.063,2619,2.30
9,margin,Slide23 -LGA4 - 09.d,LC 14-10-09_05,LGA4,Kimberley,Longitude Island (2/4),1748,10.75,0.046,0.070,2919,2.31
1,core,Slide23 -LP1 - 01.d,LC 020205,LP1,Gascoyne,Locker Island (3/5),3014,34.55,0.029,0.739,2354,14.15
2,2,Slide23 -LP1 - 02.d,LC 020205,LP1,Gascoyne,Locker Island (3/5),2224,12.46,0.040,0.200,1854,9.52
3,3,Slide23 -LP1 - 03.d,LC 020205,LP1,Gascoyne,Locker Island (3/5),1991,10.86,0.033,0.114,1940,2.64
4,4,Slide23 -LP1 - 04.d,LC 020205,LP1,Gascoyne,Locker Island (3/5),2078,11.19,0.047,0.109,1904,2.67
5,5,Slide23 -LP1 - 05.d,LC 020205,LP1,Gascoyne,Locker Island (3/5),1959,11.81,0.034,0.217,2124,2.69
6,6,Slide23 -LP1 - 06.d,LC 020205,LP1,Gascoyne,Locker Island (3/5),1713,9.94,0.038,0.662,2450,2.42
7,7,Slide23 -LP1 - 07.d,LC 020205,LP1,Gascoyne,Locker Island (3/5),1648,10.13,0.047,1.298,2612,2.34
8,8,Slide23 -LP1 - 08.d,LC 020205,LP1,Gascoyne,Locker Island (3/5),1622,10.05,0.039,1.576,2796,2.70
9,9,Slide23 -LP1 - 09.d,LC 020205,LP1,Gascoyne,Locker Island (3/5),1561,11.24,0.046,2.051,2966,2.32
10,10,Slide23 -LP1 - 10.d,LC 020205,LP1,Gascoyne,Locker Island (3/5),1518,13.06,0.037,2.063,3378,3.14
11,11,Slide23 -LP1 - 11.d,LC 020205,LP1,Gascoyne,Locker Island (3/5),1570,16.16,0.046,2.170,2980,2.65
12,12,Slide23 -LP1 - 12.d,LC 020205,LP1,Gascoyne,Locker Island (3/5),1551,18.92,0.042,2.370,3300,3.02
13,13,Slide23 -LP1 - 13.d,LC 020205,LP1,Gascoyne,Locker Island (3/5),1575,20.67,0.043,2.880,3550,3.05
14,margin,Slide23 -LP1 - 14.d,LC 020205,LP1,Gascoyne,Locker Island (3/5),1442,23.34,0.041,1.930,3839,4.37
1,core,Slide20 -LP2 - 01.d,LC 020206,LP2,Gascoyne,Locker Island (3/5),3174,57.89,0.019,0.354,2409,3.15
2,2,Slide20 -LP2 - 02.d,LC 020206,LP2,Gascoyne,Locker Island (3/5),2506,19.83,0.030,0.123,1967,12.59
3,3,Slide20 -LP2 - 03.d,LC 020206,LP2,Gascoyne,Locker Island (3/5),2318,16.92,0.029,0.094,1977,10.36
4,4,Slide20 -LP2 - 04.d,LC 020206,LP2,Gascoyne,Locker Island (3/5),2274,12.76,0.036,0.117,1652,3.49
5,5,Slide20 -LP2 - 05.d,LC 020206,LP2,Gascoyne,Locker Island (3/5),1858,7.89,0.033,0.104,2173,2.72
6,6,Slide20 -LP2 - 06.d,LC 020206,LP2,Gascoyne,Locker Island (3/5),1921,9.88,0.039,0.146,2156,1.89
7,7,Slide20 -LP2 - 07.d,LC 020206,LP2,Gascoyne,Locker Island (3/5),1658,7.31,0.044,0.110,2393,1.59
8,8,Slide20 -LP2 - 08.d,LC 020206,LP2,Gascoyne,Locker Island (3/5),1493,6.72,0.037,0.133,3062,2.21
9,margin,Slide20 -LP2 - 09.d,LC 020206,LP2,Gascoyne,Locker Island (3/5),1516,9.49,0.042,0.119,2697,2.75
1,core,Slide20 -LP3 - 01.d,LC 020201,LP3,Gascoyne,Locker Island (1/5),3121,47.81,0.044,0.621,1566,3.48
2,2,Slide20 -LP3 - 02.d,LC 020201,LP3,Gascoyne,Locker Island (1/5),2500,22.83,0.025,0.136,1726,6.96
3,3,Slide20 -LP3 - 03.d,LC 020201,LP3,Gascoyne,Locker Island (1/5),2510,23.96,0.033,0.125,1496,2.38
4,4,Slide20 -LP3 - 04.d,LC 020201,LP3,Gascoyne,Locker Island (1/5),2481,21.09,0.029,0.134,1409,1.53
5,5,Slide20 -LP3 - 05.d,LC 020201,LP3,Gascoyne,Locker Island (1/5),2165,15.50,0.045,0.114,1580,1.87
6,6,Slide20 -LP3 - 06.d,LC 020201,LP3,Gascoyne,Locker Island (1/5),2159,16.02,0.038,0.135,1938,3.43
7,7,Slide20 -LP3 - 07.d,LC 020201,LP3,Gascoyne,Locker Island (1/5),1999,14.53,0.039,0.096,2011,1.98
8,8,Slide20 -LP3 - 08.d,LC 020201,LP3,Gascoyne,Locker Island (1/5),1738,10.98,0.038,0.090,2202,2.68
9,9,Slide20 -LP3 - 09.d,LC 020201,LP3,Gascoyne,Locker Island (1/5),1928,15.60,0.024,0.129,2139,2.11
10,10,Slide20 -LP3 - 10.d,LC 020201,LP3,Gascoyne,Locker Island (1/5),1743,10.78,0.030,0.099,2269,2.82
11,margin,Slide20 -LP3 - 11.d,LC 020201,LP3,Gascoyne,Locker Island (1/5),1686,9.60,0.038,0.093,2378,2.61
1,core,Slide19 -LP4 - 01.d,LC 020202,LP4,Gascoyne,Locker Island (2/5),1862,11.94,0.031,0.229,2300,2.36
2,2,Slide19 -LP4 - 02.d,LC 020202,LP4,Gascoyne,Locker Island (2/5),1712,10.89,0.029,0.534,2542,2.26
3,3,Slide19 -LP4 - 03.d,LC 020202,LP4,Gascoyne,Locker Island (2/5),1627,11.13,0.033,0.584,2685,2.39
4,4,Slide19 -LP4 - 04.d,LC 020202,LP4,Gascoyne,Locker Island (2/5),1565,12.12,0.026,0.669,3049,2.95
5,5,Slide19 -LP4 - 05.d,LC 020202,LP4,Gascoyne,Locker Island (2/5),1520,13.55,0.034,0.663,3144,2.41
6,6,Slide19 -LP4 - 06.d,LC 020202,LP4,Gascoyne,Locker Island (2/5),1432,11.28,0.023,0.763,3288,2.80
7,7,Slide19 -LP4 - 07.d,LC 020202,LP4,Gascoyne,Locker Island (2/5),1537,16.18,0.035,0.701,2938,2.34
8,8,Slide19 -LP4 - 08.d,LC 020202,LP4,Gascoyne,Locker Island (2/5),1552,21.27,0.030,1.050,3038,2.53
9,9,Slide19 -LP4 - 09.d,LC 020202,LP4,Gascoyne,Locker Island (2/5),1482,17.11,0.027,0.720,3470,2.49
10,margin,Slide19 -LP4 - 10.d,LC 020202,LP4,Gascoyne,Locker Island (2/5),1327,23.41,0.043,0.207,3269,2.76
1,core,Ed - 1.d,LC 15-08-13_13,LR1,Kimberley,Intitut Islands (4/5),3515,73.70,0.187,0.752,1845,19.61
2,2,Ed - 2.d,LC 15-08-13_13,LR1,Kimberley,Intitut Islands (4/5),2859,36.10,0.170,0.227,1873,2.32
3,3,Ed - 3.d,LC 15-08-13_13,LR1,Kimberley,Intitut Islands (4/5),2543,20.77,0.190,0.206,2000,2.25
4,4,Ed - 4.d,LC 15-08-13_13,LR1,Kimberley,Intitut Islands (4/5),2448,21.71,0.164,0.182,1932,3.29
5,5,Ed - 5.d,LC 15-08-13_13,LR1,Kimberley,Intitut Islands (4/5),2182,16.60,0.204,0.217,2379,2.55
6,6,Ed - 6.d,LC 15-08-13_13,LR1,Kimberley,Intitut Islands (4/5),2366,18.48,0.141,0.164,2399,2.79
7,7,Ed - 7.d,LC 15-08-13_13,LR1,Kimberley,Intitut Islands (4/5),2350,18.46,0.175,0.195,2561,2.46
8,margin,Ed - 8.d,LC 15-08-13_13,LR1,Kimberley,Intitut Islands (4/5),2400,17.04,0.194,0.290,2792,2.86
1,core,Cd - 1.d,LC 15-08-13_14,LR2,Kimberley,Intitut Islands (4/5),3354,45.00,0.201,0.307,1922,2.01
2,2,Cd - 2.d,LC 15-08-13_14,LR2,Kimberley,Intitut Islands (4/5),2811,23.92,0.171,0.176,2039,17.42
3,3,Cd - 3.d,LC 15-08-13_14,LR2,Kimberley,Intitut Islands (4/5),2401,17.85,0.184,0.166,2105,17.12
4,4,Cd - 4.d,LC 15-08-13_14,LR2,Kimberley,Intitut Islands (4/5),2074,14.95,0.145,0.122,2294,4.03
5,5,Cd - 5.d,LC 15-08-13_14,LR2,Kimberley,Intitut Islands (4/5),1844,10.76,0.178,0.102,3021,4.83
6,6,Cd - 6.d,LC 15-08-13_14,LR2,Kimberley,Intitut Islands (4/5),1801,10.83,0.175,0.136,3003,3.46
7,7,Cd - 7.d,LC 15-08-13_14,LR2,Kimberley,Intitut Islands (4/5),1634,9.35,0.168,0.103,3579,3.65
8,8,Cd - 8.d,LC 15-08-13_14,LR2,Kimberley,Intitut Islands (4/5),1631,9.39,0.133,0.126,3573,3.03
9,9,Cd - 9.d,LC 15-08-13_14,LR2,Kimberley,Intitut Islands (4/5),1608,8.91,0.151,0.120,3712,2.91
10,10,Cd - 10.d,LC 15-08-13_14,LR2,Kimberley,Intitut Islands (4/5),1528,8.67,0.169,0.110,3738,2.58
11,11,Cd - 11.d,LC 15-08-13_14,LR2,Kimberley,Intitut Islands (4/5),1517,9.03,0.181,0.113,4353,3.09
12,margin,Cd - 12.d,LC 15-08-13_14,LR2,Kimberley,Intitut Islands (4/5),1502,9.03,0.142,0.138,3367,2.39
1,core,Ac - 1.d,LC 15-08-13_17,LR3,Kimberley,Intitut Islands (4/5),4120,75.50,0.220,0.820,1903,3.81
2,2,Ac - 2.d,LC 15-08-13_17,LR3,Kimberley,Intitut Islands (4/5),2813,27.02,0.199,0.254,2068,42.20
3,3,Ac - 3.d,LC 15-08-13_17,LR3,Kimberley,Intitut Islands (4/5),2217,15.37,0.234,0.203,2125,4.84
4,4,Ac - 4.d,LC 15-08-13_17,LR3,Kimberley,Intitut Islands (4/5),2029,13.94,0.218,0.185,2377,4.14
5,5,Ac - 5.d,LC 15-08-13_17,LR3,Kimberley,Intitut Islands (4/5),1904,13.98,0.217,0.208,2774,3.59
6,6,Ac - 6.d,LC 15-08-13_17,LR3,Kimberley,Intitut Islands (4/5),1865,10.94,0.160,0.340,3900,4.16
7,7,Ac - 7.d,LC 15-08-13_17,LR3,Kimberley,Intitut Islands (4/5),1847,11.23,0.227,0.305,4223,4.44
8,8,Ac - 8.d,LC 15-08-13_17,LR3,Kimberley,Intitut Islands (4/5),1964,10.98,0.212,0.201,4250,5.02
9,margin,Ac - 9.d,LC 15-08-13_17,LR3,Kimberley,Intitut Islands (4/5),2201,12.60,0.203,0.264,4057,4.18
1,core,Cb - 1.d,LC 15-08-13_24,LR4,Kimberley,Intitut Islands (4/5),2274,12.01,0.189,0.335,2123,2.67
2,2,Cb - 2.d,LC 15-08-13_24,LR4,Kimberley,Intitut Islands (4/5),3019,30.73,0.187,0.283,2299,5.61
3,3,Cb - 3.d,LC 15-08-13_24,LR4,Kimberley,Intitut Islands (4/5),2252,17.53,0.157,0.187,2364,1.82
4,4,Cb - 4.d,LC 15-08-13_24,LR4,Kimberley,Intitut Islands (4/5),2097,12.31,0.171,0.141,2685,1.77
5,5,Cb - 5.d,LC 15-08-13_24,LR4,Kimberley,Intitut Islands (4/5),1852,9.95,0.170,0.141,3348,2.71
6,6,Cb - 6.d,LC 15-08-13_24,LR4,Kimberley,Intitut Islands (4/5),1802,10.32,0.146,0.173,2978,2.34
7,7,Cb - 7.d,LC 15-08-13_24,LR4,Kimberley,Intitut Islands (4/5),1781,9.09,0.189,0.154,3791,2.72
8,8,Cb - 8.d,LC 15-08-13_24,LR4,Kimberley,Intitut Islands (4/5),1603,9.00,0.176,0.140,4480,3.25
9,9,Cb - 9.d,LC 15-08-13_24,LR4,Kimberley,Intitut Islands (4/5),1651,8.89,0.183,0.151,4384,3.21
10,10,Cb - 10.d,LC 15-08-13_24,LR4,Kimberley,Intitut Islands (4/5),1572,8.77,0.137,0.120,4296,3.31
11,11,Cb - 11.d,LC 15-08-13_24,LR4,Kimberley,Intitut Islands (4/5),1648,8.58,0.160,0.150,4888,3.52
12,12,Cb - 12.d,LC 15-08-13_24,LR4,Kimberley,Intitut Islands (4/5),1554,8.47,0.165,0.161,5096,4.05
13,13,Cb - 13.d,LC 15-08-13_24,LR4,Kimberley,Intitut Islands (4/5),1675,8.52,0.137,0.142,5186,4.14
14,margin,Cb - 14.d,LC 15-08-13_24,LR4,Kimberley,Intitut Islands (4/5),1507,8.09,0.157,0.157,4747,3.57
1,core,Aa - 1.d,LC-N2-10,MG2,Gascoyne,Milyering,2502,13.61,0.250,0.932,2225,1.51
2,2,Aa - 2.d,LC-N2-10,MG2,Gascoyne,Milyering,2818,30.66,0.266,0.267,1724,1.74
3,3,Aa - 3.d,LC-N2-10,MG2,Gascoyne,Milyering,2469,26.85,0.237,0.287,1720,1.29
4,4,Aa - 4.d,LC-N2-10,MG2,Gascoyne,Milyering,2195,17.01,0.217,0.227,2139,1.76
5,5,Aa - 5.d,LC-N2-10,MG2,Gascoyne,Milyering,2168,15.78,0.204,0.227,2491,2.00
6,6,Aa - 6.d,LC-N2-10,MG2,Gascoyne,Milyering,1940,13.84,0.232,0.247,2292,1.49
7,7,Aa - 7.d,LC-N2-10,MG2,Gascoyne,Milyering,1795,13.62,0.215,0.286,2462,1.44
8,8,Aa - 8.d,LC-N2-10,MG2,Gascoyne,Milyering,1922,13.66,0.226,0.882,2745,1.65
9,9,Aa - 9.d,LC-N2-10,MG2,Gascoyne,Milyering,1987,12.96,0.216,1.495,2765,1.82
10,margin,Aa - 10.d,LC-N2-10,MG2,Gascoyne,Milyering,2206,13.06,0.201,2.760,2827,2.07
1,core,He - 1.d,LC-N2-12,MG3,Gascoyne,Milyering,3578,57.60,0.181,0.496,2176,3.83
2,2,He - 2.d,LC-N2-12,MG3,Gascoyne,Milyering,2286,14.57,0.168,0.401,2242,3.19
3,3,He - 3.d,LC-N2-12,MG3,Gascoyne,Milyering,1931,13.58,0.159,0.512,2134,1.38
4,4,He - 4.d,LC-N2-12,MG3,Gascoyne,Milyering,1816,12.51,0.176,0.525,2336,1.41
5,5,He - 5.d,LC-N2-12,MG3,Gascoyne,Milyering,1759,12.38,0.182,0.546,2628,1.41
6,margin,He - 6.d,LC-N2-12,MG3,Gascoyne,Milyering,1586,12.49,0.174,0.504,2821,1.82
1,core,Gf - 1.d,LC-N2-14,MG4,Gascoyne,Milyering,3769,58.70,0.186,1.104,1627,2.28
2,2,Gf - 2.d,LC-N2-14,MG4,Gascoyne,Milyering,3218,38.84,0.170,0.284,1910,2.57
3,3,Gf - 3.d,LC-N2-14,MG4,Gascoyne,Milyering,2849,36.05,0.182,0.208,1748,2.30
4,4,Gf - 4.d,LC-N2-14,MG4,Gascoyne,Milyering,2451,21.58,0.197,0.152,1779,1.88
5,5,Gf - 5.d,LC-N2-14,MG4,Gascoyne,Milyering,2348,19.75,0.172,0.234,2185,1.82
6,margin,Gf - 6.d,LC-N2-14,MG4,Gascoyne,Milyering,2509,17.08,0.159,0.281,2495,2.04
1,core,Ee - 1.d,LC 12-09-13_01,MR1,Kimberley,Camden Sound (3/3),3155,56.80,0.178,1.065,1675,1.73
2,2,Ee - 2.d,LC 12-09-13_01,MR1,Kimberley,Camden Sound (3/3),2891,40.70,0.155,0.286,1695,2.01
3,3,Ee - 3.d,LC 12-09-13_01,MR1,Kimberley,Camden Sound (3/3),2594,27.03,0.177,0.241,2180,3.07
4,4,Ee - 4.d,LC 12-09-13_01,MR1,Kimberley,Camden Sound (3/3),2810,26.90,0.228,0.273,2201,2.85
5,5,Ee - 5.d,LC 12-09-13_01,MR1,Kimberley,Camden Sound (3/3),2273,19.46,0.166,0.185,2460,4.46
6,6,Ee - 6.d,LC 12-09-13_01,MR1,Kimberley,Camden Sound (3/3),2007,13.35,0.163,0.206,3018,4.17
7,7,Ee - 7.d,LC 12-09-13_01,MR1,Kimberley,Camden Sound (3/3),2000,15.30,0.154,0.233,2734,3.93
8,8,Ee - 8.d,LC 12-09-13_01,MR1,Kimberley,Camden Sound (3/3),1989,14.04,0.178,0.325,3012,4.86
9,9,Ee - 9.d,LC 12-09-13_01,MR1,Kimberley,Camden Sound (3/3),1965,15.10,0.183,0.167,2564,3.63
10,10,Ee - 10.d,LC 12-09-13_01,MR1,Kimberley,Camden Sound (3/3),1880,13.10,0.193,0.247,3530,5.06
11,11,Ee - 11.d,LC 12-09-13_01,MR1,Kimberley,Camden Sound (3/3),1937,13.41,0.180,0.291,3329,5.18
12,12,Ee - 12.d,LC 12-09-13_01,MR1,Kimberley,Camden Sound (3/3),1920,14.05,0.187,0.173,3040,4.29
13,13,Ee - 13.d,LC 12-09-13_01,MR1,Kimberley,Camden Sound (3/3),1859,12.26,0.180,0.187,3677,6.89
14,margin,Ee - 14.d,LC 12-09-13_01,MR1,Kimberley,Camden Sound (3/3),2030,19.18,0.272,0.240,3715,7.05
1,core,Jd - 1.d,LC 12-09-14_01,MR2,Kimberley,Camden Sound (3/3),3524,73.40,0.159,0.373,2058,6.49
2,2,Jd - 2.d,LC 12-09-14_01,MR2,Kimberley,Camden Sound (3/3),2015,13.42,0.185,0.454,3273,3.48
3,3,Jd - 3.d,LC 12-09-14_01,MR2,Kimberley,Camden Sound (3/3),2027,13.73,0.192,0.338,2782,2.38
4,4,Jd - 4.d,LC 12-09-14_01,MR2,Kimberley,Camden Sound (3/3),1791,12.08,0.248,0.458,3419,2.45
5,5,Jd - 5.d,LC 12-09-14_01,MR2,Kimberley,Camden Sound (3/3),1721,10.84,0.236,0.501,3708,2.55
6,6,Jd - 6.d,LC 12-09-14_01,MR2,Kimberley,Camden Sound (3/3),1677,10.80,0.196,0.623,4097,2.78
7,7,Jd - 7.d,LC 12-09-14_01,MR2,Kimberley,Camden Sound (3/3),1743,10.63,0.228,0.649,3466,2.19
8,margin,Jd - 8.d,LC 12-09-14_01,MR2,Kimberley,Camden Sound (3/3),1700,12.05,0.226,0.548,3830,2.89
1,core,Fe - 1.d,LC 12-09-14_10,MR4,Kimberley,Camden Sound (3/3),3230,48.04,0.168,1.430,2016,2.34
2,2,Fe - 2.d,LC 12-09-14_10,MR4,Kimberley,Camden Sound (3/3),2209,15.93,0.155,0.284,2504,8.82
3,3,Fe - 3.d,LC 12-09-14_10,MR4,Kimberley,Camden Sound (3/3),1863,12.38,0.171,0.210,2905,6.57
4,4,Fe - 4.d,LC 12-09-14_10,MR4,Kimberley,Camden Sound (3/3),2023,13.27,0.175,0.232,2775,5.39
5,5,Fe - 5.d,LC 12-09-14_10,MR4,Kimberley,Camden Sound (3/3),1767,10.05,0.144,0.252,2945,2.17
6,6,Fe - 6.d,LC 12-09-14_10,MR4,Kimberley,Camden Sound (3/3),1726,9.54,0.166,0.230,3266,2.54
7,margin,Fe - 7.d,LC 12-09-14_10,MR4,Kimberley,Camden Sound (3/3),1700,36.30,Below LOD,3.090,3540,7.10
1,core,Slide19 -NG1 - 01.d,LC 12-09-12_01,NG1,Kimberley,Ngalanguru Island (2/5),2892,23.68,0.060,1.036,2295,12.55
2,2,Slide19 -NG1 - 02.d,LC 12-09-12_01,NG1,Kimberley,Ngalanguru Island (2/5),1645,9.68,0.032,0.282,2804,2.50
3,3,Slide19 -NG1 - 03.d,LC 12-09-12_01,NG1,Kimberley,Ngalanguru Island (2/5),1572,8.87,0.024,0.214,2988,2.77
4,4,Slide19 -NG1 - 04.d,LC 12-09-12_01,NG1,Kimberley,Ngalanguru Island (2/5),1453,7.73,0.027,0.169,3392,3.61
5,5,Slide19 -NG1 - 05.d,LC 12-09-12_01,NG1,Kimberley,Ngalanguru Island (2/5),1456,8.22,0.032,0.199,3481,3.15
